SMILES,pka_value,canonical_smiles,MW,logP,TPSA,HBA,HBD,rotatable_bonds,aromatic_rings,FractionCSP3,formal_charge,acid_type,acid_group_count,local_heteroatom_count,nearest_heteroatom_distance,local_conjugation,error
O=C(O)Cc1ccccc(O)c1=O,4.52,O=C(O)Cc1ccccc(O)c1=O,180.159,0.3795,74.6,3,2,2,1,0.111111,0,0,1,1,2,1,
O=C(O)Cc1ccccc1,4.227125,O=C(O)Cc1ccccc1,136.15,1.3137,37.3,1,1,2,1,0.125,0,0,1,1,2,1,
O=C(O)Cc1ccccn1,5.68,O=C(O)Cc1ccccn1,137.138,0.7087,50.19,2,1,2,1,0.142857,0,0,1,1,2,1,
O=C(O)Cc1cccs1,3.89,O=C(O)Cc1cccs1,142.179,1.3752,37.3,2,1,2,1,0.166667,0,0,1,1,2,1,
O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,3.08,O=C(O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(=O)O,210.138,-3.4008,155.52,6,6,5,0,0.666667,0,0,2,2,4,2,
O=C(O)[C@@H]1CCCN1,10.64,O=C(O)[C@@H]1CCCN1,115.132,-0.177,49.33,2,2,1,0,0.8,0,0,1,1,2,1,
O=C(O)[GeH3],3.5,O=[C](O)[GeH3],120.651,-0.9702,37.3,1,1,0,0,0.0,0,0,1,1,2,1,
O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br,2.38,O=C(O)c1[nH]c(=O)[nH]c(=O)c1Br,234.993,-0.4761,103.02,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1[nH]c(=O)[nH]c(=O)c1[N+](=O)[O-],,O=C(O)c1[nH]c(=O)[nH]c(=O)c1[N+](=O)[O-],201.094,-1.3304,146.16,5,3,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,342.168,-0.1242,223.8,6,6,6,1,0.0,0,0,6,6,12,6,
O=C(O)c1c(Cl)cccc1Cl,1.707,O=C(O)c1c(Cl)cccc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,1.42,O=C(O)c1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,360.131,4.3037,37.3,1,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(Br)c(F)c1F,1.66,O=C(O)c1c(F)c(F)c(Br)c(F)c1F,272.979,2.7037,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,1.44,O=C(O)c1c(F)c(F)c(C(F)(F)F)c(F)c1F,262.08,2.96,37.3,1,1,1,1,0.125,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(Cl)c(F)c1F,1.69,O=C(O)c1c(F)c(F)c(Cl)c(F)c1F,228.528,2.5946,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(F)c(F)c1F,1.75,O=C(O)c1c(F)c(F)c(F)c(F)c1F,212.073,2.0803,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(O)c(F)c1F,2.27,O=C(O)c1c(F)c(F)c(O)c(F)c1F,210.082,1.6468,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)c(S)c(F)c1F,1.67,O=C(O)c1c(F)c(F)c(S)c(F)c1F,226.15,2.2299,37.3,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(F)c(F)cc(F)c1F,1.87,O=C(O)c1c(F)c(F)cc(F)c1F,194.083,1.9412,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(O)cccc1Cl,2.63,O=C(O)c1c(O)cccc1Cl,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(O)cccc1O,1.0605,O=C(O)c1c(O)cccc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c(O)cccc1[N+](=O)[O-],2.24,O=C(O)c1c(O)cccc1[N+](=O)[O-],183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1c[nH]c(=O)[nH]c1=O,4.16,O=C(O)c1c[nH]c(=O)[nH]c1=O,156.097,-1.2386,103.02,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c[nH]c2ccccc12,3.87,O=C(O)c1c[nH]c2ccccc12,161.16,1.8661,53.09,1,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1c[nH]cn1,6.065,O=C(O)c1c[nH]cn1,112.088,0.1079,65.98,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1c[nH]nn1,3.22,O=C(O)c1c[nH]nn1,113.076,-0.4971,78.87,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1.935,O=C(O)c1cc(=O)[nH]c(=O)[nH]1,156.097,-1.2386,103.02,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(=O)c(O)co1,-2.34,O=C(O)c1cc(=O)c(O)co1,156.093,0.0436,87.74,4,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(=O)cc(-c2ccccc2)o1,1.51,O=C(O)c1cc(=O)cc(-c2ccccc2)o1,216.192,2.005,67.51,3,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc(=O)cc(-c2ccccc2)s1,2.59,O=C(O)c1cc(=O)cc(-c2ccccc2)s1,232.26,2.4735,54.37,3,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,,O=C(O)c1cc(=O)cc(C(=O)O)[nH]1,183.119,-0.2287,107.46,3,3,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cc(=O)cco1,1.5,O=C(O)c1cc(=O)cco1,140.094,0.338,67.51,3,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Br)c[nH]1,4.06,O=C(O)c1cc(Br)c[nH]1,189.996,1.4754,53.09,1,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Br)c[se]1,3.14,O=C(O)c1cc(Br)c[se]1,253.941,1.2043,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Br)cc(Br)c1O,2.162,O=C(O)c1cc(Br)cc(Br)c1O,295.914,2.6154,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Br)ccc1O,2.6514,O=C(O)c1cc(Br)ccc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Br)cs1,3.11,O=C(O)c1cc(Br)cs1,207.048,2.2088,37.3,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,1.87,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,254.15,0.4794,149.2,4,4,4,1,0.0,0,0,4,4,8,4,
O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,1.86,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1O,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,3,6,3,
O=C(O)c1cc(C(=O)O)c(C(=O)O)nc1C(=O)O,,O=C(O)c1cc(C(=O)O)c(C(=O)O)nc1C(=O)O,255.138,-0.1256,162.09,5,4,4,1,0.0,0,0,4,4,8,4,
O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,2.77,O=C(O)c1cc(C(=O)O)c(O)c(C(=O)O)c1,226.14,0.4868,132.13,4,4,3,1,0.0,0,0,3,3,6,3,
O=C(O)c1cc(Cl)c[nH]1,4.07,O=C(O)c1cc(Cl)c[nH]1,145.545,1.3663,53.09,1,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Cl)ccc1Cl,2.466,O=C(O)c1cc(Cl)ccc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(Cl)ccc1O,2.695,O=C(O)c1cc(Cl)ccc1O,172.567,1.7438,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(I)cc(I)c1O,2.299,O=C(O)c1cc(I)cc(I)c1O,389.914,2.2996,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(I)ccc1O,2.6595000000000004,O=C(O)c1cc(I)ccc1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,2.38,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)O)cc2)ccc1O,322.298,2.7525,136.62,6,3,4,2,0.0,0,1,2,4,3,2,
O=C(O)c1cc(O)c(O)c(O)c1,4.27,O=C(O)c1cc(O)c(O)c(O)c1,170.12,0.5016,97.99,4,4,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(O)c2ccccc2c1,4.25,O=C(O)c1cc(O)c2ccccc2c1,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc(O)cc(O)c1,4.039,O=C(O)c1cc(O)cc(O)c1,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc(O)cc2ccccc12,3.69,O=C(O)c1cc(O)cc2ccccc12,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc(O)ccc1O,2.9655,O=C(O)c1cc(O)ccc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])c[nH]1,3.37,O=C(O)c1cc([N+](=O)[O-])c[nH]1,156.097,0.6211,96.23,3,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])c[se]1,2.74,O=C(O)c1cc([N+](=O)[O-])c[se]1,220.042,0.35,80.44,3,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.7,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,228.116,0.9068,143.81,6,2,3,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,2.83,O=C(O)c1cc([N+](=O)[O-])cc2ccccc12,217.18,2.4462,80.44,3,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])ccc1O,2.18,O=C(O)c1cc([N+](=O)[O-])ccc1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc([N+](=O)[O-])cs1,2.835,O=C(O)c1cc([N+](=O)[O-])cs1,173.149,1.3545,80.44,4,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cc2cc(Br)ccc2[nH]1,16.1,O=C(O)c1cc2cc(Br)ccc2[nH]1,240.056,2.6286,53.09,1,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,14.91,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,206.157,1.7743,96.23,3,2,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc2ccccc2cc1O,2.75,O=C(O)c1cc2ccccc2cc1O,188.182,2.2436,57.53,2,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cc[nH]n1,3.74,O=C(O)c1cc[nH]n1,112.088,0.1079,65.98,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(=O)oc1,3.26,O=C(O)c1ccc(=O)oc1,140.094,0.338,67.51,3,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)[nH]1,4.17,O=C(O)c1ccc(Br)[nH]1,189.996,1.4754,53.09,1,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)[se]1,3.27,O=C(O)c1ccc(Br)[se]1,253.941,1.2043,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)c2ccccc12,3.37,O=C(O)c1ccc(Br)c2ccccc12,251.079,3.3005,37.3,1,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)cc1,3.963,O=C(O)c1ccc(Br)cc1,201.019,2.1473,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)cc1C(=O)O,2.5,O=C(O)c1ccc(Br)cc1C(=O)O,245.028,1.8455,74.6,2,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccc(Br)cc1O,2.669,O=C(O)c1ccc(Br)cc1O,217.018,1.8529,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Br)s1,3.245,O=C(O)c1ccc(Br)s1,207.048,2.2088,37.3,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,2.53,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1,210.141,0.7812,111.9,3,3,3,1,0.0,0,0,3,3,6,3,
O=C(O)c1ccc(C2CC2)cc1,4.44,O=C(O)c1ccc(C2CC2)cc1,162.188,2.2622,37.3,1,1,2,1,0.3,0,0,1,1,2,1,
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94,O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,193.158,1.6322,80.44,3,1,3,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)[nH]1,4.32,O=C(O)c1ccc(Cl)[nH]1,145.545,1.3663,53.09,1,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)[se]1,3.3,O=C(O)c1ccc(Cl)[se]1,209.49,1.0952,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)c(Cl)c1,3.64,O=C(O)c1ccc(Cl)c(Cl)c1,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)c2ccccc12,3.36,O=C(O)c1ccc(Cl)c2ccccc12,206.628,3.1914,37.3,1,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)cc1,3.988,O=C(O)c1ccc(Cl)cc1,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)cc1Cl,2.73,O=C(O)c1ccc(Cl)cc1Cl,191.013,2.6916,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(Cl)s1,3.3150000000000004,O=C(O)c1ccc(Cl)s1,162.597,2.0997,37.3,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(F)c2ccccc12,3.7,O=C(O)c1ccc(F)c2ccccc12,190.173,2.6771,37.3,1,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(F)cc1,3.907428571428572,O=C(O)c1ccc(F)cc1,140.113,1.5239,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(I)cc1,3.9635,O=C(O)c1ccc(I)cc1,248.019,1.9894,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(I)cc1O,2.75,O=C(O)c1ccc(I)cc1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(O)c(=O)cc1,4.05,O=C(O)c1ccc(O)c(=O)cc1,166.132,0.4506,74.6,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(O)c(O)c1,4.3755,O=C(O)c1ccc(O)c(O)c1,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(O)cc1,4.566666666666666,O=C(O)c1ccc(O)cc1,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc(O)cc1O,3.20875,O=C(O)c1ccc(O)cc1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])[nH]1,3.22,O=C(O)c1ccc([N+](=O)[O-])[nH]1,156.097,0.6211,96.23,3,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])[se]1,2.63,O=C(O)c1ccc([N+](=O)[O-])[se]1,220.042,0.35,80.44,3,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,2.8,O=C(O)c1ccc([N+](=O)[O-])c2ccccc12,217.18,2.4462,80.44,3,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])cc1,3.2511666666666668,O=C(O)c1ccc([N+](=O)[O-])cc1,167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,,O=C(O)c1ccc([N+](=O)[O-])cc1C(=O)O,211.129,0.9912,117.74,4,2,3,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccc([N+](=O)[O-])cc1O,2.27,O=C(O)c1ccc([N+](=O)[O-])cc1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc([N+](=O)[O-])s1,2.68,O=C(O)c1ccc([N+](=O)[O-])s1,173.149,1.3545,80.44,4,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc2c(c1)OCCO2,4.35,O=C(O)c1ccc2c(c1)OCCO2,180.159,1.156,55.76,3,1,1,1,0.222222,0,0,1,1,2,1,
O=C(O)c1ccc2c(c1)OCO2,4.5,O=C(O)c1ccc2c(c1)OCO2,166.132,1.1135,55.76,3,1,1,1,0.125,0,0,1,1,2,1,
O=C(O)c1ccc2ccccc2c1,4.343666666666667,O=C(O)c1ccc2ccccc2c1,172.183,2.538,37.3,1,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc2ccccc2n1,4.864,O=C(O)c1ccc2ccccc2n1,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc2cccccc1-2,5.5,O=C(O)c1ccc2cccccc1-2,172.183,2.4896,37.3,1,1,1,0,0.0,0,0,1,1,2,1,
O=C(O)c1ccc2ncccc2c1,4.82,O=C(O)c1ccc2ncccc2c1,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc2nccnc2c1,3.64,O=C(O)c1ccc2nccnc2c1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccc[nH]1,4.475,O=C(O)c1ccc[nH]1,111.1,0.7129,53.09,1,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccc[se]1,3.6,O=C(O)c1ccc[se]1,175.045,0.4418,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(Br)c1,3.813,O=C(O)c1cccc(Br)c1,201.019,2.1473,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(Br)c1C(=O)O,2.27,O=C(O)c1cccc(Br)c1C(=O)O,245.028,1.8455,74.6,2,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc(C(=O)O)c1,3.7,O=C(O)c1cccc(C(=O)O)c1,166.132,1.083,74.6,2,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc(C(=O)O)c1C(=O)O,2.84,O=C(O)c1cccc(C(=O)O)c1C(=O)O,210.141,0.7812,111.9,3,3,3,1,0.0,0,0,3,3,6,3,
O=C(O)c1cccc(C(=O)O)n1,4.6,O=C(O)c1cccc(C(=O)O)n1,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.87,O=C(O)c1cccc(C=C[N+](=O)[O-])c1,193.158,1.6322,80.44,3,1,3,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(CO)n1,4.61,O=C(O)c1cccc(CO)n1,153.137,0.2721,70.42,3,2,2,1,0.142857,0,0,1,1,2,1,
O=C(O)c1cccc(Cl)c1,3.8295,O=C(O)c1cccc(Cl)c1,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(Cl)c1C(=O)O,,O=C(O)c1cccc(Cl)c1C(=O)O,200.577,1.7364,74.6,2,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc(F)c1,3.626714285714286,O=C(O)c1cccc(F)c1,140.113,1.5239,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(I)c1O,2.52,O=C(O)c1cccc(I)c1O,264.018,1.695,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(O)c(=O)c1,3.42,O=C(O)c1cccc(O)c(=O)c1,166.132,0.4506,74.6,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(O)c(=O)c1C(=O)O,3.24,O=C(O)c1cccc(O)c(=O)c1C(=O)O,210.141,0.1488,111.9,4,3,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc(O)c1,4.19,O=C(O)c1cccc(O)c1,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc(O)c1O,2.914,O=C(O)c1cccc(O)c1O,154.121,0.796,77.76,3,3,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc([N+](=O)[O-])c1,3.293333333333333,O=C(O)c1cccc([N+](=O)[O-])c1,167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,211.129,0.9912,117.74,4,2,3,1,0.0,0,0,2,2,4,2,
O=C(O)c1cccc([N+](=O)[O-])c1O,2.085,O=C(O)c1cccc([N+](=O)[O-])c1O,183.119,0.9986,100.67,4,2,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccc2ccccc12,3.80925,O=C(O)c1cccc2ccccc12,172.183,2.538,37.3,1,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cccc2cccnc12,6.8,O=C(O)c1cccc2cccnc12,173.171,1.933,50.19,2,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cccc2nccnc12,4.026,O=C(O)c1cccc2nccnc12,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc(O)c1=O,3.2,O=C(O)c1ccccc(O)c1=O,166.132,0.4506,74.6,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1,4.093071428571428,O=C(O)c1ccccc1,122.123,1.3848,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1C(=O)O,2.813333333333333,O=C(O)c1ccccc1C(=O)O,166.132,1.083,74.6,2,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccccc1C(=O)c1ccccc1,3.536,O=C(O)c1ccccc1C(=O)c1ccccc1,226.231,2.6158,54.37,2,1,3,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1Cl,3.063333333333333,O=C(O)c1ccccc1Cl,156.568,2.0382,37.3,1,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1Nc1ccccc1,3.925,O=C(O)c1ccccc1Nc1ccccc1,213.236,3.1284,49.33,2,2,3,2,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1O,2.9423076923076925,O=C(O)c1ccccc1O,138.122,1.0904,57.53,2,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1P(O)O,1.32,O=C(O)c1ccccc1P(O)O,186.103,0.3066,77.76,3,3,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccc1[N+](=O)[O-],2.1083333333333334,O=C(O)c1ccccc1[N+](=O)[O-],167.12,1.293,80.44,3,1,2,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccccc1=O,3.73,O=C(O)c1cccccc1=O,150.133,0.745,54.37,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccccn1,5.4,O=C(O)c1ccccn1,123.111,0.7798,50.19,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccnc1,4.7725,O=C(O)c1cccnc1,123.111,0.7798,50.19,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccnc1C(=O)O,4.75,O=C(O)c1cccnc1C(=O)O,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccco1,3.153,O=C(O)c1ccco1,112.084,0.9778,50.44,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cccs1,3.5125,O=C(O)c1cccs1,128.152,1.4463,37.3,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccnc(C(=O)O)c1,2.2,O=C(O)c1ccnc(C(=O)O)c1,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccncc1,4.876666666666666,O=C(O)c1ccncc1,123.111,0.7798,50.19,2,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1ccncc1C(=O)O,2.95,O=C(O)c1ccncc1C(=O)O,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1ccncc1O,4.83,O=C(O)c1ccncc1O,139.11,0.4854,70.42,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1cn(-c2ccccc2)nn1,2.88,O=C(O)c1cn(-c2ccccc2)nn1,189.174,0.9655,68.01,3,1,2,2,0.0,0,0,1,1,2,1,
O=C(O)c1cnc2ccccc2n1,2.811666666666666,O=C(O)c1cnc2ccccc2n1,174.159,1.328,63.08,3,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1cncc(C(=O)O)c1,2.72,O=C(O)c1cncc(C(=O)O)c1,167.12,0.478,87.49,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1cncc(C(=O)O)c1C(=O)O,2.01,O=C(O)c1cncc(C(=O)O)c1C(=O)O,211.129,0.1762,124.79,4,3,3,1,0.0,0,0,3,3,6,3,
O=C(O)c1cocc1C(=O)O,1.44,O=C(O)c1cocc1C(=O)O,156.093,0.676,87.74,3,2,2,1,0.0,0,0,2,2,4,2,
O=C(O)c1csccc1=O,4.1,O=C(O)c1csccc1=O,156.162,0.8065,54.37,3,1,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1nc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,0.5,O=C(O)c1nc(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,299.147,-0.4274,199.39,6,5,5,1,0.0,0,0,5,5,10,5,
O=C(O)c1nc2ccccc2nc1C(=O)O,1.71,O=C(O)c1nc2ccccc2nc1C(=O)O,218.168,1.0262,100.38,4,2,2,2,0.0,0,0,2,2,4,2,
O=C(O)c1nc2ccccc2nc1Cl,1.83,O=C(O)c1nc2ccccc2nc1Cl,208.604,1.9814,63.08,3,1,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1nc2ccccc2nc1O,2.58,O=C(O)c1nc2ccccc2nc1O,190.158,1.0336,83.31,4,2,1,2,0.0,0,0,1,1,2,1,
O=C(O)c1ncccc1O,5.17,O=C(O)c1ncccc1O,139.11,0.4854,70.42,3,2,1,1,0.0,0,0,1,1,2,1,
O=C(O)c1nnn(-c2ccccc2)c1C(=O)O,2.13,O=C(O)c1nnn(-c2ccccc2)c1C(=O)O,233.183,0.6637,105.31,4,2,3,2,0.0,0,0,2,2,4,2,
